specie,leaf,id,x,y,area,area_ch,perimeter,radius_mean,radius_min,radius_max,radius_sd,diam_mean,diam_min,diam_max,major_axis,minor_axis,caliper,length,width,radius_ratio,theta,eccentricity,form_factor,narrow_factor,asp_ratio,rectangularity,pd_ratio,plw_ratio,solidity,convexity,elongation,circularity,circularity_haralick,circularity_norm,coverage,asm,con,cor,var,idm,sav,sva,sen,ent,dva,den,f12,f13,DGCI,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,pcv,prop_veins
E1,1011,4,913.7668518256,610.3488362776,330115,341496,3562.4797231261,444.2109126563,131.2904856784,823.3136933474,206.4123877358,888.4218253126,262.5809713567,1646.6273866948,476.6544006159,112.7633486917,1581,1600.3683906163,331.5266731546,6.2709318889,0.5009354053,0.971613826,0.3268664305,0.9878975424,4.8272688752,1.6072120575,2.2533078578,1.8440337625,0.9666731089,0.9245516606,0.7928435258,38.4449715332,2.1520554921,0.32540248,0.1719348958,0.0685034466,1.0848954108,0.8705106825,5.1891309312,0.6977915395,13.8154466433,177.325841057,1.1011156446,1.3918871132,1.0848954108,0.4431552216,0.3125027922,0.6348964776,0.4988194394,1,0.0047596663,0.105650633,0.0037161516,0.0366040031,0.0036733598,0.0165886733,0.0032830285,0.0090982654,0.0026988203,0,0.0043605195,0.0041220163,0.0012070386,0.002302,0.0014410316,0.0009759958,0.0012864403,0.0007281413,0.0010777468,0,0.010328642,-0.0052783239,-0.0104710072,0.0047631162,-0.0046083326,-0.0026947424,-0.0006046395,-0.0017824684,-0.0011902859,-0.2309096002,0.0603952666,-0.0155000716,0.0196718772,-0.0063258567,0.0084063278,-0.0065697544,0.0030324534,-0.0012718056,0.0011364294,0.16961417,0.0536479711615649
E1,1012,2,888.5602813114,620.1672089842,285026,304674,3780.684917335,459.8279493546,94.1434400069,888.9800744034,238.6294340244,919.6558987092,188.2868800138,1777.9601488068,510.4834418363,88.1684050922,1654.2687206134,1727.2746932368,242.2176918931,9.4428254835,0.5678941403,0.9849717532,0.2505840203,0.9577334324,7.1310839425,1.4678537729,2.2854115962,1.919624034,0.9355113991,0.9193090429,0.8597688643,50.1483318861,1.9269540291,0.2492472545,0.1484510417,0.085447587,1.104255516,0.8696826008,5.2367923338,0.7150817198,14.1155709495,186.448795012,1.0539523211,1.3222402449,1.104255516,0.4337218225,0.310970393,0.6210551006,0.5372991376,1,0.0012919632,0.1092876697,0.0027086828,0.0372965805,0.0026284144,0.0181622387,0.0018765629,0.0103513918,0.0016212792,0,0.0030680048,0.0012641455,0.0021634038,0.0030998332,0.0011307009,0.0023980985,0.0005005051,0.0015148174,0.0005863915,0,0.0076871186,0.0053811863,0.0011673126,-0.0070476697,2.30383e-05,-0.0010338716,0.0014176113,0.0013166795,-0.0003056037,-0.1662747176,0.0355324382,-0.0305906858,0.0248876585,-0.0055834822,0.0072296587,-0.0043940732,0.0018205679,-0.0018973896,0.0044504956,0.1579950282,0.064257295825644
E1,1013,3,941.2521054986,570.8487667632,331966,344493.5,3531.906996549,434.7208754053,139.9592351205,809.9007775135,203.9630226438,869.4417508105,279.918470241,1619.801555027,465.8919214448,116.2513193259,1496.0912405331,1564.0874770176,314.3545975937,5.786690509,0.3270257733,0.9683685572,0.3344143856,0.956526577,4.97555146,1.4811097806,2.360756417,1.880232052,0.9636350178,0.9336883806,0.7990172531,37.5772429474,2.131371019,0.3328615164,0.1728989583,0.0648658583,1.2188255325,0.8539921917,5.1738368189,0.6940163964,12.9005188657,154.3710344011,1.115167252,1.4145410963,1.2188255325,0.4555279397,0.3084700983,0.6351140512,0.4937928103,1,0.0070571035,0.1040315796,0.0070391282,0.0338998299,0.0062712262,0.0149117256,0.0051483634,0.0075410455,0.004253492,0,-0.0058174685,-0.0032350573,-0.0035977936,-0.0011159856,-0.0022089495,-0.0001984088,-0.0020995596,-5.02356e-05,-0.0019198916,0,0.0026630382,0.0036926311,0.0008207341,-0.0042607937,0.0009019517,-0.0024192804,0.0009557156,0.000476503,-0.0011151007,-0.2360036839,0.069403396,-0.0231601371,0.0320403784,-0.0115328145,0.0096933545,-0.0062864491,0.005027469,-0.0020962269,0.0017570649,0.1386420069,0.0449142382051174
E1,1014,10,873.7583965654,645.9843083734,252814,270674,3650.0259710444,444.4743695113,99.4051665585,847.5343875886,228.1148624212,888.9487390227,198.8103331171,1695.0687751773,492.7348252654,82.3940878017,1581.5599893776,1670.6179762349,236.6650245971,8.5260597304,0.5356902043,0.9859199615,0.2384619411,0.9466915907,7.058998173,1.5639040735,2.3078643843,1.9137306679,0.9340165661,0.9077422584,0.8583368382,52.6975942365,1.9484673852,0.2370555841,0.1316739583,0.0594061538,1.341317651,0.8675193022,6.0623135056,0.6927352802,13.8145276409,179.225411122,1.1528739278,1.4535233637,1.341317651,0.4619953957,0.3301994497,0.6613911129,0.5057491844,1,0.001027701,0.1096406625,0.0023261924,0.038198158,0.0002485842,0.0182798346,0.0012867457,0.0105045308,0.0014016345,0,0.0076609615,0.0038066415,0.0036395095,0.0019305743,0.0015579291,0.0024428378,0.0020836048,0.0010184633,0.0017712206,0,-0.0035899427,0.003963663,-0.0003871118,-0.0056380517,-0.0081114564,-0.0005073077,-0.0012724815,9.24864e-05,-0.0011469405,-0.163856816,0.0402177466,-0.0162810253,0.0160455315,-0.0072244043,0.0048306435,-0.0008978379,0.0056358452,-0.002526998,0.0035621992,0.1726591933,0.061729176390548
E1,1015,4,919.3794452718,645.8388603341,298995,317866,3754.7021612777,459.8981490651,107.6705880632,880.4229735187,233.0918286495,919.7962981302,215.3411761264,1760.8459470375,506.8922248829,94.2361351213,1653.7608654216,1709.2353550304,260.7340854244,8.1770053397,0.5629069636,0.9825668514,0.2665157042,0.9675442651,6.5554733753,1.4905129419,2.2704021118,1.9059697497,0.9406322161,0.9282487156,0.8474557148,47.1505821833,1.9730341974,0.2651643846,0.1557265625,0.0859012359,1.1291658092,0.8432400355,4.601575864,0.7168832239,14.1909092818,186.4050045686,1.0331029707,1.299408056,1.1291658092,0.4319467475,0.2932571918,0.6003362528,0.5444022342,1,0.0027553794,0.1084616971,0.0035601028,0.0364805577,0.0025984058,0.0172588491,0.0025489187,0.009833117,0.0021707313,0,0.0037354559,0.0031977343,0.0033009335,0.0030499286,0.001268108,0.0026639774,0.0004055713,0.0019506316,0.0004214739,0,0.0095714937,0.0023216296,-0.0014298501,-0.0072982842,-0.0017811339,-0.0002094257,0.0021110769,-0.0007164071,-0.000486955,-0.1792908702,0.0415905534,-0.0260118512,0.0290985184,-0.0115275216,0.0063778286,-0.0037468134,0.0023901176,0.0002028073,0.0006995524,0.1583839729,0.0587936253114601
E1,1016,3,846.4237780799,599.6543762705,239129,247785,3837.4027381286,464.7841996253,81.9346797918,902.7619531708,246.6742842296,929.5683992507,163.8693595835,1805.5239063416,521.319720232,71.2618311553,1695.3642676428,1784.5115720342,188.8618994318,11.0180689723,0.5957181661,0.9906131738,0.2040644484,0.9500438631,9.448764295,1.4093909357,2.2634679823,1.9445902125,0.9650664891,0.9246286566,0.8941660551,61.5804012671,1.8842020808,0.2027690395,0.1245463542,0.0772550684,1.2890924195,0.8638755488,5.7349774716,0.7134277239,12.410612099,145.5448442483,1.1015879686,1.3712322812,1.2890924195,0.4441754061,0.3348169677,0.6512520105,0.521717788,1,-0.0004585096,0.1094509831,-9.87353e-05,0.0385082128,0.0005239765,0.0192111007,0.0010147149,0.0118816319,0.0010318345,0,0.0040761157,0.0047972013,0.0022750798,0.0033995618,0.0007627634,0.0021980376,0.0009331292,0.0015811046,0.0006412598,0,0.0016280288,0.0029363076,-0.0028780362,8.05681e-05,0.0008638132,0.0011782986,0.0012453486,0.0013644184,-2.39065e-05,-0.1356449617,0.0153837652,-0.0189248932,0.0119719839,-0.0005140862,0.0065171397,-0.0003961413,0.0040457882,-0.0012773974,0.0022798377,0.1866232064,0.074683539010325
E1,1017,7,864.5353981573,610.3330418067,214134,217422.5,3606.8371542265,433.3956277442,78.9392139686,845.1047408477,229.7102727075,866.7912554884,157.8784279372,1690.2094816953,485.7187317864,68.2481949287,1610.1558930737,1669.7684613528,179.2851846451,10.7057658464,0.5330828809,0.9900793015,0.2068437602,0.9642989015,9.3134770988,1.3980252875,2.2400546244,1.9506395404,0.9848750704,0.7431606384,0.8926287154,60.7529596286,1.8867054687,0.2054329833,0.111528125,0.0753944479,1.1719020535,0.8877329235,6.2192596894,0.7213243149,13.5639182354,174.7617005538,1.1117471858,1.3696377535,1.1719020535,0.4374314469,0.3573316219,0.6701804734,0.5011614459,1,0.0012378908,0.1108587873,0.0001890884,0.0395733125,0.0002574648,0.019771366,0.0003235878,0.0117983597,0.0003902124,0,0.0014206432,0.0036338077,0.0016426222,0.002660594,0.0004747259,0.0019862061,0.000211004,0.0015755707,0.0002578461,0,0.0093767326,0.0045155638,-0.0008679587,0.0006920244,0.0003528085,-0.0008693299,0.0003226019,-0.000831824,-0.0002418495,-0.1392530309,0.0121355736,-0.0168802482,0.0141407236,-0.0049740047,0.0049905123,-0.0021975592,0.0020547786,-0.0010136171,0.0014929867,0.1782867543,0.085114928035716
E1,1018,9,892.748203763,629.4871727843,282584,293424,3487.7000692366,424.483277205,109.0687723726,809.7384622637,210.6185964883,848.9665544101,218.1375447452,1619.4769245275,463.8944052134,96.6052185145,1547.4317432443,1569.6588801256,264.3952338311,7.4241090704,0.5525517501,0.978075993,0.2919302992,0.9858395113,5.9367896213,1.4686264143,2.2538635933,1.9016342226,0.9630568733,0.9238233584,0.8315587946,43.0457908903,2.0154121444,0.2904659162,0.1471791667,0.0722951083,1.0843719536,0.8812181514,5.5645524385,0.7070296793,14.6421165725,200.6362091714,1.0972883576,1.37814367,1.0843719536,0.4386747838,0.3221829824,0.6412770186,0.5201092575,1,0.0031055382,0.1080663701,0.0030525367,0.0365794952,0.0055236414,0.0168901253,0.0036519178,0.0094192763,0.0026117937,0,-0.0021659412,0.002428648,-0.0001049476,0.0002864922,0.0001700965,0.0021032221,0.0001596704,0.0013846037,0.0002578464,0,0.0076421362,0.0132533697,-0.00340499,-0.003304286,-0.0023505788,-0.0021382755,0.0017798484,-0.0005564299,0.0016167173,-0.2013841245,0.041766539,-0.028796007,0.0299376348,-0.0088342418,0.0076764869,-0.0047379628,0.0016796115,-0.0009147826,0.0006003788,0.178383673,0.0689175607960819
E1,1019,2,839.6922050376,626.249142276,204137,218174,3842.2757544065,448.3946942147,64.6609795616,883.9904670257,242.5607026762,896.7893884295,129.3219591232,1767.9809340513,506.0162728739,61.8241904354,1709.3264755453,1738.8108665131,165.9120102908,13.6711579846,0.5300666289,0.992508172,0.1737618899,0.9830433594,10.4803194384,1.4132156658,2.2478302474,2.0172361036,0.9356614445,0.6976040323,0.9045830611,72.3194862906,1.8485875464,0.1724289071,0.1063213542,0.063452767,1.3898923289,0.8896068512,7.2951928794,0.7028916194,12.3995718802,150.1253885488,1.159709365,1.4473305639,1.3898923289,0.4562964151,0.3508369177,0.6781900805,0.4946280012,1,0.0107013152,0.1126475262,-0.0043715092,0.0410565864,0.0018279062,0.017891089,0.0012181835,0.0117920092,0.0005231546,0,0.0200095669,-0.0074593238,0.0092989209,0.0028128089,0.0031823454,-0.0001294603,0.0046272894,-0.0005127766,0.0025419559,0,0.0095561677,-0.001455997,-0.0037610013,-0.000329241,-0.002437137,0.0018941708,-0.0030935149,0.001847949,-0.0034058838,-0.120057704,0.0040210316,-0.0202825958,0.015168495,-0.006212796,0.0066919455,-0.0016146468,0.0041075687,-0.0002311275,0.0017261024,0.2069574206,0.0856042755600406
E1,1020,3,862.122409137,620.7887604273,198574,206828.5,3536.6046148071,423.4391431263,74.4511059707,822.0912455507,224.8965024162,846.8782862527,148.9022119413,1644.1824911014,475.0265735171,64.8961194776,1573.5961997921,1621.7931192426,169.3626636529,11.0420286554,0.5005035484,0.9906241125,0.1995075014,0.9702817093,9.5758597808,1.3832183597,2.2474664182,1.9744818673,0.960090123,0.7405720227,0.8955707349,62.986958018,1.8828178232,0.1980456614,0.1034239583,0.0604488448,1.5351457861,0.8727230369,7.0307291632,0.6877730313,11.4840262554,129.035392415,1.1666805915,1.4707310799,1.5351457861,0.4692544562,0.3363427446,0.6697039917,0.4698377675,1,0.0013949264,0.1094509451,0.0011360086,0.0387905861,0.0008273725,0.0194176301,0.0007382681,0.0114744777,0.0006873985,0,0.0026033994,0.0024954235,0.0029462088,0.0015949559,0.0013902761,0.0012116484,0.0010770713,0.0008623837,0.0007396879,0,0.0053974252,0.0001380172,-0.0010188925,0.0006702478,-0.0019475616,0.0015778042,-0.0019782639,0.0008357742,-0.0024301192,-0.1344478968,0.0149082337,-0.0205519549,0.018688907,-0.005719078,0.0063778176,-0.0007887911,0.0034047349,0.0001713772,0.0008465238,0.1682755601,0.0750551431708079
E1,1021,5,939.1959798368,648.5243681311,335713,352507,3728.9031714044,460.0595525185,138.9835033712,865.0804572975,220.5833482676,920.1191050371,277.9670067424,1730.160914595,498.3499626365,109.2838277878,1613.238358086,1677.3576876625,290.5686493598,6.2243391217,0.5720471568,0.9756594237,0.3034001636,0.9617736097,5.7726726244,1.4517982854,2.3114396907,1.8948387962,0.9523583929,0.9274251236,0.8267700136,41.4184701269,2.0856495113,0.3020391182,0.1748505208,0.0566435776,1.3206613412,0.8798675175,6.4966871309,0.6648911782,16.1272041715,245.0901077288,1.1464157895,1.4887560786,1.3206613412,0.4797891637,0.2954419433,0.6350648842,0.4292922039,1,0.0025319583,0.1049534167,0.0045601296,0.0357110317,0.0046032503,0.0160266184,0.0034479045,0.0087376273,0.0025263678,0,0.0055686438,0.0060031581,0.0036844484,0.0029885533,0.0024638815,0.0029463667,0.0018347305,0.0026307227,0.0009479366,0,-0.0021962881,0.0075366811,-0.0014938244,-0.0017223436,-0.0001425684,-0.0024052014,0.002163339,-0.0018922787,0.0011873092,-0.2117699279,0.0562638236,-0.0174036187,0.0310765286,-0.0109531576,0.0041103815,-0.0061777275,0.0002609068,-0.0014746732,0.0006497706,0.1837627247,0.064951312579495
